k0_base,beta_loss_factor,Q_individual,seed,curve_sep_botanical_vs_random,curve_sep_botanical_vs_fractal,curve_sep_botanical_vs_voronoi,finding_holds
0.004,0.1,3.0,50,0.6738,1.0563,-0.1211,False
0.004,0.1,3.0,51,0.4409,1.652,0.2624,False
0.004,0.1,3.0,52,0.3941,2.5703,2.7305,False
0.004,0.1,3.0,53,-0.4795,0.5057,-0.2118,True
0.004,0.1,3.0,54,0.2166,0.6171,0.2544,False
0.004,0.1,3.0,55,0.673,1.1856,-0.0465,False
0.004,0.1,3.0,56,0.8254,1.3066,-0.0116,False
0.004,0.1,3.0,57,1.4977,2.3816,0.5266,False
0.004,0.1,3.0,58,0.0231,1.1341,1.2355,False
0.004,0.1,3.0,59,0.2757,1.1693,0.7016,False
0.004,0.1,3.0,60,1.0924,0.6558,-0.2317,False
0.004,0.1,3.0,61,-0.4145,0.0822,-0.3462,True
0.004,0.1,3.0,62,0.6017,1.1946,-0.107,False
0.004,0.1,3.0,63,0.5037,1.8012,0.203,False
0.004,0.1,3.0,64,-0.5403,0.1693,-0.3974,True
0.004,0.1,3.0,65,0.3252,0.7796,0.3101,False
0.004,0.1,3.0,66,1.6219,1.6049,0.6551,False
0.004,0.1,3.0,67,-0.7002,0.085,-0.4597,True
0.004,0.1,3.0,68,0.2186,0.6532,0.5069,False
0.004,0.1,3.0,69,0.8887,1.3313,0.1626,False
0.004,0.1,3.0,70,-0.3688,0.4299,0.2145,False
0.004,0.1,3.0,71,-0.3106,0.4585,0.146,False
0.004,0.2,0.5,42,0.4212,0.6099,0.3563,False
0.004,0.2,0.5,43,0.0725,0.7189,0.3437,False
0.004,0.2,0.5,44,1.9825,2.7992,1.9119,False
0.004,0.2,0.5,45,0.4699,0.9269,-0.1622,False
0.004,0.2,0.5,46,0.3797,1.4047,0.4331,False
0.004,0.2,0.5,47,0.5391,1.4001,0.337,False
0.004,0.2,0.5,48,0.4005,0.6258,-0.2565,False
0.004,0.2,0.5,49,0.4268,1.5074,1.0093,False
0.004,0.2,0.5,50,0.7034,1.0891,-0.1156,False
0.004,0.2,0.5,51,0.4418,1.6715,0.2712,False
0.004,0.2,0.5,52,0.401,2.6746,2.9029,False
0.004,0.2,0.5,53,-0.4848,0.5231,-0.21,True
0.004,0.2,0.5,54,0.23,0.6373,0.2741,False
0.004,0.2,0.5,55,0.6962,1.2243,-0.0457,False
0.004,0.2,0.5,56,0.8453,1.3527,-0.0066,False
0.004,0.2,0.5,57,1.5328,2.436,0.5408,False
0.004,0.2,0.5,58,0.0252,1.1688,1.3104,False
0.004,0.2,0.5,59,0.2814,1.2055,0.7375,False
0.004,0.2,0.5,60,1.1676,0.6925,-0.226,False
0.004,0.2,0.5,61,-0.4229,0.0814,-0.3519,True
0.004,0.2,0.5,62,0.6167,1.2439,-0.1013,False
0.004,0.2,0.5,63,0.5154,1.867,0.214,False
0.004,0.2,0.5,64,-0.5494,0.1707,-0.4053,True
0.004,0.2,0.5,65,0.3459,0.8262,0.3402,False
0.004,0.2,0.5,66,1.6712,1.6421,0.6689,False
0.004,0.2,0.5,67,-0.7019,0.1033,-0.4556,True
0.004,0.2,0.5,68,0.2262,0.6688,0.5364,False
0.004,0.2,0.5,69,0.9162,1.3838,0.1739,False
0.004,0.2,0.5,70,-0.3699,0.4481,0.24,False
0.004,0.2,0.5,71,-0.3152,0.4751,0.166,False
0.004,0.2,0.8,42,0.4196,0.6082,0.3525,False
0.004,0.2,0.8,43,0.0719,0.7162,0.3409,False
0.004,0.2,0.8,44,1.9744,2.7888,1.9,False
0.004,0.2,0.8,45,0.4701,0.9261,-0.1615,False
0.004,0.2,0.8,46,0.3783,1.3979,0.4293,False
0.004,0.2,0.8,47,0.5366,1.3944,0.3352,False
0.004,0.2,0.8,48,0.3985,0.6237,-0.2567,False
0.004,0.2,0.8,49,0.4248,1.5011,1.0032,False
0.004,0.2,0.8,50,0.7005,1.0856,-0.116,False
0.004,0.2,0.8,51,0.4409,1.6665,0.2699,False
0.004,0.2,0.8,52,0.3999,2.6646,2.8846,False
0.004,0.2,0.8,53,-0.4845,0.5207,-0.2105,True
0.004,0.2,0.8,54,0.2287,0.6354,0.2717,False
0.004,0.2,0.8,55,0.6933,1.2194,-0.0465,False
0.004,0.2,0.8,56,0.8431,1.3482,-0.0068,False
0.004,0.2,0.8,57,1.5286,2.429,0.5391,False
0.004,0.2,0.8,58,0.0249,1.1649,1.3021,False
0.004,0.2,0.8,59,0.2807,1.202,0.7339,False
0.004,0.2,0.8,60,1.1598,0.6896,-0.2267,False
0.004,0.2,0.8,61,-0.4222,0.0816,-0.3515,True
0.004,0.2,0.8,62,0.6142,1.2386,-0.1019,False
0.004,0.2,0.8,63,0.514,1.8604,0.2128,False
0.004,0.2,0.8,64,-0.5485,0.1704,-0.4048,True
0.004,0.2,0.8,65,0.3439,0.8226,0.3375,False
0.004,0.2,0.8,66,1.6653,1.6377,0.6671,False
0.004,0.2,0.8,67,-0.7016,0.1021,-0.4557,True
0.004,0.2,0.8,68,0.2251,0.6662,0.5325,False
0.004,0.2,0.8,69,0.9135,1.3794,0.1727,False
0.004,0.2,0.8,70,-0.3696,0.4463,0.2369,False
0.004,0.2,0.8,71,-0.3145,0.4742,0.1641,False
0.004,0.2,1.2,42,0.4174,0.6059,0.3475,False
0.004,0.2,1.2,43,0.071,0.7126,0.3372,False
0.004,0.2,1.2,44,1.9636,2.775,1.8843,False
0.004,0.2,1.2,45,0.4704,0.925,-0.1606,False
0.004,0.2,1.2,46,0.3763,1.3889,0.4241,False
0.004,0.2,1.2,47,0.5334,1.3869,0.3329,False
0.004,0.2,1.2,48,0.3957,0.6208,-0.2569,False
0.004,0.2,1.2,49,0.4222,1.4927,0.9951,False
0.004,0.2,1.2,50,0.6967,1.081,-0.1165,False
0.004,0.2,1.2,51,0.4397,1.6599,0.2681,False
0.004,0.2,1.2,52,0.3985,2.6514,2.8604,False
0.004,0.2,1.2,53,-0.484,0.5175,-0.2111,True
0.004,0.2,1.2,54,0.227,0.6328,0.2685,False
0.004,0.2,1.2,55,0.6895,1.2128,-0.0475,False
0.004,0.2,1.2,56,0.8401,1.3422,-0.007,False
0.004,0.2,1.2,57,1.5229,2.4197,0.5368,False
0.004,0.2,1.2,58,0.0246,1.1597,1.2911,False
0.004,0.2,1.2,59,0.2798,1.1975,0.7292,False
0.004,0.2,1.2,60,1.1495,0.6858,-0.2275,False
0.004,0.2,1.2,61,-0.4213,0.0818,-0.351,True
0.004,0.2,1.2,62,0.6108,1.2316,-0.1026,False
0.004,0.2,1.2,63,0.5123,1.8515,0.2113,False
0.004,0.2,1.2,64,-0.5473,0.1701,-0.4041,True
0.004,0.2,1.2,65,0.3412,0.818,0.3339,False
0.004,0.2,1.2,66,1.6576,1.6319,0.6646,False
0.004,0.2,1.2,67,-0.7012,0.1005,-0.4557,True
0.004,0.2,1.2,68,0.2238,0.6629,0.5273,False
0.004,0.2,1.2,69,0.9098,1.3736,0.1711,False
0.004,0.2,1.2,70,-0.3691,0.4438,0.2329,False
0.004,0.2,1.2,71,-0.3137,0.473,0.1617,False
0.004,0.2,2.0,42,0.4131,0.6015,0.3377,False
0.004,0.2,2.0,43,0.0692,0.7056,0.3298,False
0.004,0.2,2.0,44,1.9422,2.7478,1.8533,False
0.004,0.2,2.0,45,0.471,0.923,-0.1587,False
0.004,0.2,2.0,46,0.3725,1.3712,0.414,False
0.004,0.2,2.0,47,0.5269,1.3719,0.3284,False
0.004,0.2,2.0,48,0.3903,0.6153,-0.2574,False
0.004,0.2,2.0,49,0.4171,1.476,0.9792,False
0.004,0.2,2.0,50,0.6892,1.0719,-0.1175,False
0.004,0.2,2.0,51,0.4374,1.6468,0.2646,False
0.004,0.2,2.0,52,0.3956,2.6252,2.8129,False
0.004,0.2,2.0,53,-0.483,0.5112,-0.2123,True
0.004,0.2,2.0,54,0.2237,0.6279,0.2622,False
0.004,0.2,2.0,55,0.6819,1.1998,-0.0495,False
0.004,0.2,2.0,56,0.8342,1.3303,-0.0074,False
0.004,0.2,2.0,57,1.5117,2.4014,0.5323,False
0.004,0.2,2.0,58,0.0238,1.1493,1.2695,False
0.004,0.2,2.0,59,0.2781,1.1885,0.7199,False
0.004,0.2,2.0,60,1.1293,0.6783,-0.2293,False
0.004,0.2,2.0,61,-0.4195,0.0824,-0.35,True
0.004,0.2,2.0,62,0.6042,1.2178,-0.1041,False
0.004,0.2,2.0,63,0.5088,1.8341,0.2084,False
0.004,0.2,2.0,64,-0.5449,0.1694,-0.4028,True
0.004,0.2,2.0,65,0.3359,0.8087,0.3269,False
0.004,0.2,2.0,66,1.6423,1.6205,0.6597,False
0.004,0.2,2.0,67,-0.7003,0.0973,-0.4559,True
0.004,0.2,2.0,68,0.2211,0.6562,0.5171,False
0.004,0.2,2.0,69,0.9026,1.3621,0.1679,False
0.004,0.2,2.0,70,-0.3683,0.439,0.225,False
0.004,0.2,2.0,71,-0.312,0.4707,0.1569,False
0.004,0.2,3.0,42,0.4078,0.5961,0.3257,False
0.004,0.2,3.0,43,0.067,0.6969,0.3207,False
0.004,0.2,3.0,44,1.916,2.7144,1.8155,False
0.004,0.2,3.0,45,0.4718,0.9205,-0.1565,False
0.004,0.2,3.0,46,0.3678,1.3495,0.4016,False
0.004,0.2,3.0,47,0.5189,1.3536,0.3229,False
0.004,0.2,3.0,48,0.3837,0.6084,-0.2579,False
0.004,0.2,3.0,49,0.4107,1.4556,0.9596,False
0.004,0.2,3.0,50,0.68,1.0608,-0.1187,False
0.004,0.2,3.0,51,0.4344,1.6307,0.2603,False
0.004,0.2,3.0,52,0.3921,2.593,2.755,False
0.004,0.2,3.0,53,-0.4817,0.5035,-0.2139,True
0.004,0.2,3.0,54,0.2196,0.6217,0.2545,False
0.004,0.2,3.0,55,0.6725,1.1837,-0.052,False
0.004,0.2,3.0,56,0.8269,1.3156,-0.0079,False
0.004,0.2,3.0,57,1.4979,2.3787,0.5266,False
0.004,0.2,3.0,58,0.0229,1.1366,1.2433,False
0.004,0.2,3.0,59,0.2759,1.1773,0.7085,False
0.004,0.2,3.0,60,1.1046,0.669,-0.2315,False
0.004,0.2,3.0,61,-0.4173,0.083,-0.3487,True
0.004,0.2,3.0,62,0.5959,1.2008,-0.1059,False
0.004,0.2,3.0,63,0.5045,1.8126,0.2047,False
0.004,0.2,3.0,64,-0.5419,0.1685,-0.4011,True
0.004,0.2,3.0,65,0.3294,0.7973,0.3182,False
0.004,0.2,3.0,66,1.6235,1.6064,0.6536,False
0.004,0.2,3.0,67,-0.6992,0.0935,-0.456,True
0.004,0.2,3.0,68,0.2178,0.648,0.5045,False
0.004,0.2,3.0,69,0.8937,1.3479,0.1639,False
0.004,0.2,3.0,70,-0.3672,0.433,0.2152,False
0.004,0.2,3.0,71,-0.3099,0.468,0.151,False
0.004,0.25,0.5,42,0.4219,0.6047,0.3572,False
0.004,0.25,0.5,43,0.0728,0.7203,0.3471,False
0.004,0.25,0.5,44,1.9834,2.7871,1.9151,False
0.004,0.25,0.5,45,0.4667,0.9267,-0.1627,False
0.004,0.25,0.5,46,0.3815,1.4095,0.4389,False
0.004,0.25,0.5,47,0.5342,1.3912,0.3354,False
0.004,0.25,0.5,48,0.4012,0.6289,-0.2574,False
0.004,0.25,0.5,49,0.4294,1.5179,1.0123,False
0.004,0.25,0.5,50,0.7057,1.0901,-0.1144,False
0.004,0.25,0.5,51,0.4379,1.6574,0.2695,False
0.004,0.25,0.5,52,0.3994,2.6831,2.9097,False
0.004,0.25,0.5,53,-0.4859,0.521,-0.2114,True
0.004,0.25,0.5,54,0.2311,0.6392,0.2731,False
0.004,0.25,0.5,55,0.6948,1.2213,-0.0491,False
0.004,0.25,0.5,56,0.8452,1.3558,-0.0046,False
0.004,0.25,0.5,57,1.5311,2.4315,0.5401,False
0.004,0.25,0.5,58,0.025,1.1686,1.3116,False
0.004,0.25,0.5,59,0.2813,1.2087,0.7399,False
0.004,0.25,0.5,60,1.1714,0.6988,-0.2261,False
0.004,0.25,0.5,61,-0.4241,0.0819,-0.3531,True
0.004,0.25,0.5,62,0.6124,1.2452,-0.1009,False
0.004,0.25,0.5,63,0.5153,1.8706,0.2144,False
0.004,0.25,0.5,64,-0.5498,0.1703,-0.4071,True
0.004,0.25,0.5,65,0.3474,0.8348,0.3436,False
0.004,0.25,0.5,66,1.6699,1.6411,0.6674,False
0.004,0.25,0.5,67,-0.7012,0.1075,-0.4536,True
0.004,0.25,0.5,68,0.2253,0.6647,0.5334,False
0.004,0.25,0.5,69,0.9179,1.3913,0.1741,False
0.004,0.25,0.5,70,-0.3689,0.4491,0.2391,False
0.004,0.25,0.5,71,-0.3145,0.4801,0.168,False
0.004,0.25,0.8,42,0.4203,0.6031,0.3535,False
0.004,0.25,0.8,43,0.0722,0.7177,0.3444,False
0.004,0.25,0.8,44,1.9757,2.7772,1.9037,False
0.004,0.25,0.8,45,0.4669,0.9259,-0.1621,False
0.004,0.25,0.8,46,0.3801,1.403,0.4352,False
0.004,0.25,0.8,47,0.5319,1.3858,0.3338,False
0.004,0.25,0.8,48,0.3992,0.6268,-0.2576,False
0.004,0.25,0.8,49,0.4276,1.5118,1.0065,False
0.004,0.25,0.8,50,0.703,1.0867,-0.1148,False
0.004,0.25,0.8,51,0.437,1.6527,0.2682,False
0.004,0.25,0.8,52,0.3984,2.6736,2.8922,False
0.004,0.25,0.8,53,-0.4856,0.5186,-0.2118,True
0.004,0.25,0.8,54,0.2299,0.6373,0.2708,False
0.004,0.25,0.8,55,0.6921,1.2166,-0.0498,False
0.004,0.25,0.8,56,0.8431,1.3515,-0.0047,False
0.004,0.25,0.8,57,1.5271,2.4249,0.5385,False
0.004,0.25,0.8,58,0.0247,1.1649,1.3036,False
0.004,0.25,0.8,59,0.2806,1.2054,0.7365,False
0.004,0.25,0.8,60,1.1639,0.696,-0.2268,False
0.004,0.25,0.8,61,-0.4235,0.0821,-0.3528,True
0.004,0.25,0.8,62,0.61,1.2402,-0.1014,False
0.004,0.25,0.8,63,0.514,1.8642,0.2134,False
0.004,0.25,0.8,64,-0.549,0.17,-0.4066,True
0.004,0.25,0.8,65,0.3455,0.8314,0.3411,False
0.004,0.25,0.8,66,1.6643,1.637,0.6656,False
0.004,0.25,0.8,67,-0.7009,0.1064,-0.4536,True
0.004,0.25,0.8,68,0.2243,0.6623,0.5297,False
0.004,0.25,0.8,69,0.9152,1.3871,0.173,False
0.004,0.25,0.8,70,-0.3686,0.4474,0.2362,False
0.004,0.25,0.8,71,-0.3139,0.4792,0.1662,False
0.004,0.25,1.2,42,0.4182,0.601,0.3487,False
0.004,0.25,1.2,43,0.0713,0.7143,0.3408,False
0.004,0.25,1.2,44,1.9653,2.7641,1.8886,False
0.004,0.25,1.2,45,0.4672,0.9249,-0.1612,False
0.004,0.25,1.2,46,0.3782,1.3944,0.4302,False
0.004,0.25,1.2,47,0.5288,1.3787,0.3316,False
0.004,0.25,1.2,48,0.3966,0.6241,-0.2578,False
0.004,0.25,1.2,49,0.4251,1.5037,0.9988,False
0.004,0.25,1.2,50,0.6993,1.0824,-0.1153,False
0.004,0.25,1.2,51,0.4359,1.6465,0.2665,False
0.004,0.25,1.2,52,0.397,2.6609,2.869,False
0.004,0.25,1.2,53,-0.4851,0.5156,-0.2124,True
0.004,0.25,1.2,54,0.2283,0.6349,0.2678,False
0.004,0.25,1.2,55,0.6884,1.2103,-0.0508,False
0.004,0.25,1.2,56,0.8402,1.3457,-0.0049,False
0.004,0.25,1.2,57,1.5217,2.416,0.5363,False
0.004,0.25,1.2,58,0.0244,1.1599,1.2931,False
0.004,0.25,1.2,59,0.2798,1.201,0.732,False
0.004,0.25,1.2,60,1.1541,0.6924,-0.2276,False
0.004,0.25,1.2,61,-0.4226,0.0823,-0.3523,True
0.004,0.25,1.2,62,0.6068,1.2335,-0.1021,False
0.004,0.25,1.2,63,0.5123,1.8558,0.2119,False
0.004,0.25,1.2,64,-0.5478,0.1697,-0.4059,True
0.004,0.25,1.2,65,0.3429,0.8269,0.3377,False
0.004,0.25,1.2,66,1.6569,1.6315,0.6633,False
0.004,0.25,1.2,67,-0.7005,0.1048,-0.4537,True
0.004,0.25,1.2,68,0.223,0.6591,0.5248,False
0.004,0.25,1.2,69,0.9118,1.3816,0.1714,False
0.004,0.25,1.2,70,-0.3681,0.445,0.2324,False
0.004,0.25,1.2,71,-0.3131,0.4781,0.1639,False
0.004,0.25,2.0,42,0.414,0.5968,0.3393,False
0.004,0.25,2.0,43,0.0696,0.7076,0.3337,False
0.004,0.25,2.0,44,1.9449,2.7383,1.8589,False
0.004,0.25,2.0,45,0.4678,0.9229,-0.1595,False
0.004,0.25,2.0,46,0.3746,1.3774,0.4204,False
0.004,0.25,2.0,47,0.5227,1.3646,0.3273,False
0.004,0.25,2.0,48,0.3914,0.6188,-0.2582,False
0.004,0.25,2.0,49,0.4201,1.4876,0.9835,False
0.004,0.25,2.0,50,0.6921,1.0737,-0.1162,False
0.004,0.25,2.0,51,0.4337,1.6342,0.2632,False
0.004,0.25,2.0,52,0.3943,2.6358,2.8233,False
0.004,0.25,2.0,53,-0.4841,0.5095,-0.2136,True
0.004,0.25,2.0,54,0.2251,0.6301,0.2618,False
0.004,0.25,2.0,55,0.6811,1.1978,-0.0527,False
0.004,0.25,2.0,56,0.8346,1.3343,-0.0054,False
0.004,0.25,2.0,57,1.511,2.3985,0.5319,False
0.004,0.25,2.0,58,0.0237,1.15,1.2724,False
0.004,0.25,2.0,59,0.2781,1.1923,0.7231,False
0.004,0.25,2.0,60,1.1347,0.6851,-0.2293,False
0.004,0.25,2.0,61,-0.4209,0.0828,-0.3513,True
0.004,0.25,2.0,62,0.6005,1.2203,-0.1035,False
0.004,0.25,2.0,63,0.509,1.839,0.2091,False
0.004,0.25,2.0,64,-0.5455,0.169,-0.4046,True
0.004,0.25,2.0,65,0.3379,0.818,0.3309,False
0.004,0.25,2.0,66,1.6422,1.6205,0.6586,False
0.004,0.25,2.0,67,-0.6997,0.1018,-0.4538,True
0.004,0.25,2.0,68,0.2204,0.6528,0.515,False
0.004,0.25,2.0,69,0.9048,1.3705,0.1683,False
0.004,0.25,2.0,70,-0.3673,0.4404,0.2248,False
0.004,0.25,2.0,71,-0.3115,0.4758,0.1593,False
0.004,0.25,3.0,42,0.4089,0.5916,0.3277,False
0.004,0.25,3.0,43,0.0675,0.6992,0.325,False
0.004,0.25,3.0,44,1.9198,2.7065,1.8226,False
0.004,0.25,3.0,45,0.4686,0.9205,-0.1573,False
0.004,0.25,3.0,46,0.37,1.3565,0.4084,False
0.004,0.25,3.0,47,0.5152,1.3472,0.322,False
0.004,0.25,3.0,48,0.3851,0.6122,-0.2587,False
0.004,0.25,3.0,49,0.414,1.4678,0.9648,False
0.004,0.25,3.0,50,0.6833,1.063,-0.1174,False
0.004,0.25,3.0,51,0.4309,1.619,0.259,False
0.004,0.25,3.0,52,0.3909,2.6049,2.7676,False
0.004,0.25,3.0,53,-0.4829,0.5021,-0.215,True
0.004,0.25,3.0,54,0.2212,0.6242,0.2545,False
0.004,0.25,3.0,55,0.6721,1.1825,-0.0551,False
0.004,0.25,3.0,56,0.8276,1.3203,-0.0058,False
0.004,0.25,3.0,57,1.4978,2.3769,0.5265,False
0.004,0.25,3.0,58,0.0228,1.1377,1.2471,False
0.004,0.25,3.0,59,0.276,1.1816,0.7121,False
0.004,0.25,3.0,60,1.111,0.6761,-0.2314,False
0.004,0.25,3.0,61,-0.4188,0.0835,-0.35,True
0.004,0.25,3.0,62,0.5927,1.204,-0.1053,False
0.004,0.25,3.0,63,0.5049,1.8184,0.2056,False
0.004,0.25,3.0,64,-0.5427,0.1681,-0.403,True
0.004,0.25,3.0,65,0.3316,0.8069,0.3226,False
0.004,0.25,3.0,66,1.6242,1.607,0.6527,False
0.004,0.25,3.0,67,-0.6987,0.098,-0.4539,True
0.004,0.25,3.0,68,0.2172,0.645,0.503,False
0.004,0.25,3.0,69,0.8963,1.3568,0.1645,False
0.004,0.25,3.0,70,-0.3663,0.4346,0.2155,False
0.004,0.25,3.0,71,-0.3094,0.4731,0.1537,False
0.004,0.35,0.5,42,0.4232,0.5935,0.359,False
0.004,0.35,0.5,43,0.0733,0.7233,0.3544,False
0.004,0.35,0.5,44,1.9853,2.7608,1.9218,False
0.004,0.35,0.5,45,0.4599,0.9262,-0.164,False
0.004,0.35,0.5,46,0.3854,1.42,0.4515,False
0.004,0.35,0.5,47,0.5235,1.3718,0.332,False
0.004,0.35,0.5,48,0.4025,0.6356,-0.2594,False
0.004,0.35,0.5,49,0.4352,1.5408,1.0189,False
0.004,0.35,0.5,50,0.7108,1.0922,-0.1119,False
0.004,0.35,0.5,51,0.4294,1.627,0.2656,False
0.004,0.35,0.5,52,0.396,2.7017,2.9244,False
0.004,0.35,0.5,53,-0.4882,0.5162,-0.2143,True
0.004,0.35,0.5,54,0.2337,0.6433,0.2711,False
0.004,0.35,0.5,55,0.6917,1.2147,-0.0564,False
0.004,0.35,0.5,56,0.845,1.3625,-0.0002,False
0.004,0.35,0.5,57,1.5274,2.4218,0.5385,False
0.004,0.35,0.5,58,0.0246,1.1682,1.314,False
0.004,0.35,0.5,59,0.281,1.2156,0.7452,False
0.004,0.35,0.5,60,1.1795,0.7126,-0.2265,False
0.004,0.35,0.5,61,-0.4268,0.0831,-0.3558,True
0.004,0.35,0.5,62,0.6031,1.248,-0.1,False
0.004,0.35,0.5,63,0.515,1.8782,0.2154,False
0.004,0.35,0.5,64,-0.5507,0.1695,-0.4108,True
0.004,0.35,0.5,65,0.3506,0.8538,0.3512,False
0.004,0.35,0.5,66,1.667,1.639,0.6641,False
0.004,0.35,0.5,67,-0.6997,0.1167,-0.449,True
0.004,0.35,0.5,68,0.2232,0.6559,0.5268,False
0.004,0.35,0.5,69,0.9214,1.4078,0.1745,False
0.004,0.35,0.5,70,-0.3666,0.4513,0.2372,False
0.004,0.35,0.5,71,-0.313,0.4911,0.1723,False
0.004,0.35,0.8,42,0.4218,0.5921,0.3556,False
0.004,0.35,0.8,43,0.0728,0.721,0.3519,False
0.004,0.35,0.8,44,1.9782,2.752,1.9114,False
0.004,0.35,0.8,45,0.4601,0.9255,-0.1634,False
0.004,0.35,0.8,46,0.3841,1.414,0.4481,False
0.004,0.35,0.8,47,0.5215,1.367,0.3306,False
0.004,0.35,0.8,48,0.4007,0.6338,-0.2595,False
0.004,0.35,0.8,49,0.4335,1.5352,1.0136,False
0.004,0.35,0.8,50,0.7083,1.0892,-0.1122,False
0.004,0.35,0.8,51,0.4286,1.6228,0.2644,False
0.004,0.35,0.8,52,0.3951,2.6929,2.9083,False
0.004,0.35,0.8,53,-0.4879,0.5141,-0.2147,True
0.004,0.35,0.8,54,0.2326,0.6416,0.269,False
0.004,0.35,0.8,55,0.6892,1.2103,-0.0571,False
0.004,0.35,0.8,56,0.843,1.3586,-0.0003,False
0.004,0.35,0.8,57,1.5238,2.4158,0.537,False
0.004,0.35,0.8,58,0.0243,1.1648,1.3068,False
0.004,0.35,0.8,59,0.2804,1.2126,0.7421,False
0.004,0.35,0.8,60,1.1727,0.71,-0.2271,False
0.004,0.35,0.8,61,-0.4262,0.0832,-0.3554,True
0.004,0.35,0.8,62,0.6009,1.2434,-0.1005,False
0.004,0.35,0.8,63,0.5139,1.8724,0.2145,False
0.004,0.35,0.8,64,-0.5499,0.1692,-0.4104,True
0.004,0.35,0.8,65,0.3489,0.8506,0.3488,False
0.004,0.35,0.8,66,1.6618,1.6352,0.6625,False
0.004,0.35,0.8,67,-0.6995,0.1156,-0.4491,True
0.004,0.35,0.8,68,0.2224,0.6538,0.5235,False
0.004,0.35,0.8,69,0.919,1.404,0.1734,False
0.004,0.35,0.8,70,-0.3663,0.4497,0.2346,False
0.004,0.35,0.8,71,-0.3124,0.4903,0.1707,False
0.004,0.35,1.2,42,0.4199,0.5902,0.3512,False
0.004,0.35,1.2,43,0.072,0.7179,0.3486,False
0.004,0.35,1.2,44,1.9688,2.7403,1.8976,False
0.004,0.35,1.2,45,0.4603,0.9246,-0.1626,False
0.004,0.35,1.2,46,0.3824,1.4061,0.4434,False
0.004,0.35,1.2,47,0.5188,1.3607,0.3286,False
0.004,0.35,1.2,48,0.3984,0.6313,-0.2597,False
0.004,0.35,1.2,49,0.4312,1.5276,1.0065,False
0.004,0.35,1.2,50,0.7049,1.0852,-0.1127,False
0.004,0.35,1.2,51,0.4276,1.6174,0.2629,False
0.004,0.35,1.2,52,0.3938,2.6813,2.887,False
0.004,0.35,1.2,53,-0.4875,0.5113,-0.2152,True
0.004,0.35,1.2,54,0.2311,0.6394,0.2662,False
0.004,0.35,1.2,55,0.6858,1.2046,-0.0579,False
0.004,0.35,1.2,56,0.8404,1.3533,-0.0005,False
0.004,0.35,1.2,57,1.5189,2.4078,0.535,False
0.004,0.35,1.2,58,0.024,1.1602,1.2971,False
0.004,0.35,1.2,59,0.2796,1.2085,0.738,False
0.004,0.35,1.2,60,1.1637,0.7066,-0.2278,False
0.004,0.35,1.2,61,-0.4254,0.0835,-0.355,True
0.004,0.35,1.2,62,0.5981,1.2374,-0.1011,False
0.004,0.35,1.2,63,0.5124,1.8647,0.2132,False
0.004,0.35,1.2,64,-0.5489,0.1688,-0.4098,True
0.004,0.35,1.2,65,0.3465,0.8464,0.3457,False
0.004,0.35,1.2,66,1.655,1.6302,0.6603,False
0.004,0.35,1.2,67,-0.6991,0.1142,-0.4492,True
0.004,0.35,1.2,68,0.2212,0.6509,0.519,False
0.004,0.35,1.2,69,0.9158,1.3988,0.172,False
0.004,0.35,1.2,70,-0.3659,0.4476,0.2311,False
0.004,0.35,1.2,71,-0.3117,0.4892,0.1686,False
0.004,0.35,2.0,42,0.416,0.5865,0.3425,False
0.004,0.35,2.0,43,0.0705,0.7117,0.3421,False
0.004,0.35,2.0,44,1.9502,2.717,1.8705,False
0.004,0.35,2.0,45,0.4609,0.9227,-0.161,False
0.004,0.35,2.0,46,0.379,1.3905,0.4343,False
0.004,0.35,2.0,47,0.5134,1.3482,0.3248,False
0.004,0.35,2.0,48,0.3937,0.6264,-0.26,False
0.004,0.35,2.0,49,0.4266,1.5127,0.9925,False
0.004,0.35,2.0,50,0.6983,1.0773,-0.1136,False
0.004,0.35,2.0,51,0.4256,1.6065,0.2599,False
0.004,0.35,2.0,52,0.3913,2.6584,2.845,False
0.004,0.35,2.0,53,-0.4866,0.5058,-0.2163,True
0.004,0.35,2.0,54,0.2282,0.6349,0.2608,False
0.004,0.35,2.0,55,0.6791,1.1933,-0.0596,False
0.004,0.35,2.0,56,0.8353,1.3429,-0.0009,False
0.004,0.35,2.0,57,1.5092,2.3919,0.5311,False
0.004,0.35,2.0,58,0.0234,1.1511,1.2781,False
0.004,0.35,2.0,59,0.2781,1.2004,0.7298,False
0.004,0.35,2.0,60,1.1459,0.6999,-0.2294,False
0.004,0.35,2.0,61,-0.4238,0.0839,-0.3541,True
0.004,0.35,2.0,62,0.5924,1.2253,-0.1024,False
0.004,0.35,2.0,63,0.5094,1.8494,0.2106,False
0.004,0.35,2.0,64,-0.5468,0.1681,-0.4086,True
0.004,0.35,2.0,65,0.3419,0.8381,0.3394,False
0.004,0.35,2.0,66,1.6416,1.6203,0.656,False
0.004,0.35,2.0,67,-0.6984,0.1113,-0.4493,True
0.004,0.35,2.0,68,0.2189,0.6452,0.5102,False
0.004,0.35,2.0,69,0.9095,1.3886,0.1692,False
0.004,0.35,2.0,70,-0.3652,0.4433,0.2242,False
0.004,0.35,2.0,71,-0.3102,0.487,0.1644,False
0.004,0.35,3.0,42,0.4113,0.5819,0.3319,False
0.004,0.35,3.0,43,0.0686,0.7041,0.334,False
0.004,0.35,3.0,44,1.9273,2.6884,1.8372,False
